LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,target
68100,193298.0,288525.0,0.0,5.0,10.0,0.0,0.0,228.28729515,2.0,25.0,30.395869434,0
11600,57436.0,72460.0,0.0,2.0,11.0,0.0,0.0,255.12603024,0.0,27.0,28.945531785,0
12500,55000.0,75393.0,0.0,2.0,0.75,0.0,1.0,113.03333333,1.0,16.0,34.888238906,1
13000,80587.0,110064.0,0.0,2.0,6.0,0.0,0.0,85.009196731,1.0,13.0,33.990039745,0
5400,86922.0,119846.0,1.0,3.0,5.0,0.0,0.0,185.07634726,1.0,28.0,26.354889295,0
10000,27000.0,54300.0,1.0,2.0,0.3,0.0,1.0,91.133333333,0.0,6.0,34.888238906,1
20700,69810.0,100756.0,1.0,2.0,3.0,0.0,0.0,213.72829182,1.0,13.0,32.871908969,0
27300,53223.0,86696.0,0.0,1.0,0.0,0.0,0.0,96.070687876,0.0,22.0,34.517790505,0
25400,76194.0,98188.0,0.0,0.0,0.0,0.0,0.0,245.26785331,5.0,23.0,42.138106434,0
27200,110470.0,180982.0,0.0,4.0,17.0,0.0,0.0,295.47144922,1.0,30.0,34.766949696,0
20200,33000.0,62400.0,1.0,2.0,1.0,0.0,0.0,123.8,2.0,2.0,34.888238906,1
11600,22635.0,33353.0,0.0,1.0,6.0,0.0,0.0,85.57207035,0.0,16.0,19.223872665,0
17500,46636.0,72908.0,0.0,2.0,7.0,0.0,0.0,110.23090719,3.0,15.0,41.512292086,0
32000,232000.0,36300.0,0.0,0.0,3.0,0.0,2.0,206.03333333,3.0,50.0,34.888238906,0
11800,65012.0,91614.0,1.0,1.0,26.0,0.0,0.0,171.88954687,2.0,13.0,42.488517052,0
34600,169960.0,224716.0,0.0,0.0,2.0,0.0,0.0,182.06846112,2.0,21.0,32.710204856,1
20000,122000.0,166100.0,0.0,3.0,2.6,0.0,2.0,206.96666667,1.0,18.0,34.888238906,1
21700,79240.0,96784.0,0.0,0.0,5.0,0.0,0.0,64.508423594,6.0,24.0,38.078963128,0
12000,81000.0,99000.0,1.0,2.0,20.0,0.0,0.0,136.0,4.0,24.0,34.888238906,0
23500,65587.0,87101.0,0.0,2.0,3.0,0.0,0.0,83.238000041,2.0,30.0,32.031678369,0
12800,68729.0,90127.0,1.0,1.0,23.0,0.0,0.0,163.98927891,1.0,14.0,39.424487787,0
23600,69846.0,189234.0,0.0,2.0,11.0,0.0,0.0,357.8050619,0.0,17.0,30.564280336,0
15100,53549.0,99812.0,0.0,3.0,4.0,0.0,0.0,127.12214723,2.0,21.0,37.957103675,0
11800,32257.0,59515.0,0.0,1.0,23.0,0.0,0.0,231.59994452,0.0,29.0,25.701276422,0
33200,57419.0,103648.0,0.0,1.0,4.0,0.0,0.0,175.38672313,1.0,25.0,34.286250508,0
25000,132000.0,165000.0,0.0,3.0,10.0,0.0,0.0,196.83333333,1.0,29.0,34.888238906,1
25600,144616.0,211230.0,1.0,3.0,7.0,0.0,0.0,199.09130807,0.0,27.0,39.002928326,0
25100,26211.0,42517.0,0.0,2.0,28.0,0.0,0.0,313.33622787,1.0,12.0,31.295069566,0
11700,40266.0,59097.0,0.0,2.0,7.0,0.0,0.0,74.998098598,0.0,15.0,39.49702872,0
16300,34297.0,42629.0,1.0,2.0,9.0,0.0,0.0,80.489238338,2.0,11.0,30.284772591,0
10000,48840.0,58740.0,1.0,2.0,15.0,2.0,2.0,194.8,0.0,39.0,34.888238906,1
12700,53199.0,82567.0,1.0,2.0,3.0,0.0,1.0,185.32503543,0.0,13.0,27.390380405,0
19000,42488.0,65636.0,0.0,2.0,7.0,0.0,0.0,90.676444354,3.0,14.0,42.226716481,0
28500,108293.0,135317.0,0.0,2.0,5.0,0.0,0.0,219.61525186,4.0,43.0,31.209731086,1
15000,18900.0,80400.0,0.0,3.0,7.0,0.0,1.0,142.0,0.0,12.0,34.888238906,1
13000,65030.0,25425.0,0.0,2.0,13.0,0.0,0.0,90.933333333,2.0,9.0,34.888238906,0
7000,58339.0,72432.0,1.0,0.0,10.0,0.0,1.0,197.33839792,0.0,24.0,39.843087337,0
37500,127000.0,190900.0,0.0,0.0,7.0,1.0,0.0,181.63333333,0.0,25.0,34.888238906,0
14300,85631.0,100000.0,1.0,2.0,20.0,0.0,0.0,144.99929699,3.0,23.0,30.130636379,0
20000,55746.0,105230.0,0.0,3.0,16.0,0.0,3.0,282.06666667,1.0,36.0,34.888238906,0
26000,238005.0,260479.0,1.0,5.0,5.0,1.0,0.0,242.29015949,2.0,51.0,35.457658789,0
26300,94337.0,123054.0,0.0,3.0,0.0,1.0,0.0,204.91733941,2.0,38.0,35.725852186,0
3500,23200.0,38666.0,1.0,2.0,11.0,0.0,0.0,162.36666667,0.0,14.0,34.888238906,1
13100,22422.0,34800.0,1.0,1.0,2.6,2.0,0.0,93.3,1.0,3.0,34.888238906,1
25000,135501.0,184613.0,0.0,0.0,0.0,0.0,0.0,119.53052541,1.0,39.0,30.65881623,0
20800,65030.0,26732.0,0.0,3.0,6.0,0.0,0.0,103.03112953,1.0,19.0,21.304272086,0
21300,185874.0,235968.0,0.0,3.0,3.0,0.0,0.0,291.81953877,1.0,26.0,36.993649952,0
27500,97601.0,136546.0,0.0,2.0,9.0,0.0,0.0,80.497147072,5.0,39.0,34.888238906,1
20000,66820.0,100000.0,1.0,2.0,5.0,0.0,0.0,217.26666667,1.0,13.0,34.888238906,0
25100,28244.0,48375.0,0.0,2.0,28.0,0.0,0.0,303.09508449,1.0,13.0,31.688818252,0
13900,65437.0,94518.0,0.0,3.0,10.0,0.0,0.0,182.40075506,0.0,19.0,21.296075321,0
18900,69325.0,102438.0,0.0,2.0,7.0,2.0,1.0,222.65227491,2.0,13.0,43.524097796,0
65200,71061.0,141666.0,1.0,1.0,10.0,0.0,1.0,134.68090672,0.0,11.0,43.56886383,0
21500,35300.0,78810.0,1.0,2.0,25.0,0.0,0.0,261.86666667,1.0,7.0,34.888238906,0
31800,125864.0,175163.0,0.0,0.0,12.0,0.0,0.0,174.20934404,2.0,28.0,40.584811501,0
16500,45441.0,76145.0,0.0,0.0,4.0,0.0,0.0,124.03338316,1.0,8.0,28.173450676,0
15000,27954.0,79333.0,1.0,2.0,7.0,0.0,0.0,256.0038054,1.0,49.0,42.581948931,0
17000,73644.0,107086.0,0.0,3.0,0.0,0.0,0.0,280.45334363,2.0,20.0,37.771957848,0
25000,105750.0,141000.0,1.0,1.0,15.0,1.0,2.0,305.36666667,2.0,14.0,34.888238906,1
18000,50409.0,78404.0,0.0,3.0,9.0,0.0,0.0,191.28207894,0.0,42.0,39.483023972,0
14500,41911.0,54985.0,0.0,3.0,4.0,0.0,0.0,254.66452576,0.0,35.0,38.724679607,0
14200,60570.0,74648.0,0.0,3.0,2.0,0.0,0.0,137.84110526,2.0,35.0,40.289761298,0
25500,79593.0,113063.0,0.0,3.0,9.0,0.0,0.0,135.74061354,0.0,19.0,28.040793179,0
16400,73466.0,89453.0,0.0,2.0,4.0,0.0,0.0,198.82742376,3.0,19.0,41.523497409,0
13100,70878.0,86743.0,0.0,3.0,10.0,0.0,0.0,174.88174385,0.0,11.0,39.784408257,0
30000,32657.0,76000.0,0.0,2.0,7.0,0.0,0.0,288.33333333,0.0,16.0,34.888238906,0
13600,55864.0,87500.0,0.0,3.0,9.0,0.0,0.0,193.76666667,0.0,20.0,34.888238906,0
19900,93619.0,130000.0,0.0,1.0,9.0,2.0,5.0,210.96666667,2.0,18.0,34.888238906,1
25500,25828.0,44166.0,0.0,2.0,7.0,0.0,1.0,187.86251838,1.0,17.0,39.427890157,1
13700,74147.0,92427.0,0.0,2.0,7.0,0.0,3.0,181.30579978,0.0,33.0,39.272466343,1
26300,65030.0,37310.0,1.0,2.0,26.0,0.0,0.0,92.855129432,2.0,15.0,27.217028651,0
6300,55000.0,69000.0,0.0,3.0,13.0,0.0,0.0,130.06666667,0.0,20.0,34.888238906,0
27300,65030.0,116708.0,0.0,0.0,11.0,0.0,0.0,175.20096024,0.0,26.0,33.747826295,0
22700,93542.0,99198.0,1.0,2.0,6.0,0.0,0.0,173.46666667,1.0,20.0,30.080343444,0
32100,120725.0,168783.0,0.0,3.0,15.0,0.0,0.0,121.56041992,1.0,17.0,27.902221607,0
28200,118728.0,160486.0,0.0,3.0,7.0,0.0,0.0,112.52081792,2.0,26.0,34.537342291,0
7300,58671.0,87975.0,1.0,0.0,3.0,0.0,0.0,74.066666667,1.0,16.0,34.888238906,1
12500,93538.0,118369.0,0.0,3.0,0.0,0.0,1.0,132.82371179,0.0,33.0,34.833864806,0
20400,86559.0,123114.0,0.0,2.0,9.0,0.0,0.0,280.79322574,2.0,16.0,34.439171107,0
15600,104458.0,137583.0,0.0,2.0,1.0,0.0,0.0,280.78980103,0.0,46.0,41.23523649,0
26600,84843.0,115850.0,0.0,4.0,2.0,0.0,0.0,137.53887762,2.0,37.0,42.571889924,1
17000,51018.0,108148.0,1.0,1.0,0.0,0.0,2.0,114.9462923,0.0,23.0,40.241259872,0
9300,58051.0,65334.0,0.0,0.0,6.0,0.0,0.0,113.2818573,1.0,23.0,41.860039809,0
7400,51974.0,59323.0,1.0,2.0,4.0,0.0,0.0,83.34671188,0.0,18.0,23.397634628,0
72300,65030.0,85000.0,0.0,2.0,1.0,0.0,0.0,117.16666667,9.0,23.0,34.888238906,1
22100,57000.0,83000.0,0.0,2.0,7.0,0.0,0.0,173.46666667,0.0,0.0,34.888238906,1
7500,88056.0,104794.0,0.0,3.0,25.0,0.0,0.0,56.750113136,2.0,14.0,30.538906969,0
5700,76948.0,85753.0,1.0,2.0,7.0,0.0,0.0,128.47645151,0.0,25.0,37.85968784,0
11000,106762.0,123138.0,0.0,2.0,2.0,0.0,0.0,131.01191573,0.0,25.0,32.80374334,0
47900,95377.0,157273.0,0.0,2.0,16.0,0.0,0.0,236.30265954,8.0,18.0,39.103045244,0
6800,178559.0,247611.0,0.0,4.0,7.0,0.0,0.0,127.23414105,0.0,22.0,42.083901678,0
11100,52900.0,91741.0,1.0,2.0,7.0,1.0,1.0,93.110352698,1.0,8.0,40.761453071,1
6600,40926.0,50486.0,1.0,1.0,10.0,0.0,0.0,179.80086812,1.0,19.0,27.532376107,0
1500,13500.0,16700.0,1.0,2.0,4.0,0.0,0.0,149.46666667,1.0,10.0,34.888238906,1
51100,28312.0,82300.0,1.0,2.0,3.0,2.0,0.0,269.33597552,6.0,14.0,41.087535376,0
21800,133812.0,166893.0,0.0,3.0,6.0,0.0,0.0,169.76714449,0.0,37.0,20.059527176,0
36100,94801.0,146627.0,0.0,2.0,11.0,0.0,0.0,64.378792887,1.0,36.0,40.234871193,0
11300,16115.0,69113.0,0.0,3.0,22.0,0.0,2.0,403.51499966,0.0,12.0,22.168244524,0
8700,76008.0,95976.0,0.0,3.0,0.0,0.0,0.0,173.46666667,1.0,20.0,30.022245155,0
25000,140000.0,183600.0,0.0,3.0,12.6,0.0,1.0,148.13333333,0.0,37.0,34.888238906,0
28800,65030.0,44761.0,0.0,2.0,10.0,0.0,0.0,84.728267958,1.0,14.0,22.841663187,0
14900,56506.0,81390.0,1.0,3.0,12.0,0.0,2.0,170.76666667,0.0,14.0,34.888238906,0
24400,88000.0,119100.0,1.0,2.0,12.0,0.0,0.0,84.233333333,5.0,19.0,34.888238906,1
16500,74263.0,98922.0,0.0,1.0,0.0,0.0,0.0,139.83124654,3.0,20.0,31.814429354,0
17500,110603.0,142000.0,0.0,2.0,1.0,1.0,0.0,163.06666667,3.0,25.0,34.888238906,1
11900,108763.0,128780.0,0.0,1.0,8.0,0.0,0.0,60.377932903,3.0,21.0,49.418114378,1
36500,141200.0,195729.0,0.0,3.0,23.0,0.0,0.0,182.72889478,0.0,22.0,37.405509575,0
7100,39000.0,55000.0,0.0,2.0,12.0,0.0,1.0,192.76666667,2.0,31.0,34.888238906,1
18200,67809.0,89339.0,0.0,4.0,0.0,3.0,0.0,102.46098622,2.0,19.0,38.345340781,1
7900,44690.0,45841.0,0.0,1.0,10.0,0.0,0.0,185.62159231,0.0,22.0,32.285724089,0
23600,140284.0,182591.0,0.0,3.0,21.0,0.0,0.0,224.94134673,0.0,24.0,41.871755799,0
22100,60396.0,101741.0,0.0,1.0,8.0,0.0,0.0,97.023226329,1.0,17.0,35.681521324,0
13600,30200.0,43600.0,1.0,2.0,0.0,8.0,1.0,230.3,0.0,18.0,34.888238906,1
4900,170986.0,245300.0,0.0,4.0,7.0,0.0,0.0,131.93333333,0.0,22.0,34.888238906,0
10000,34900.0,48000.0,1.0,2.0,3.0,0.0,0.0,288.16666667,1.0,3.0,34.888238906,1
15400,59518.0,91172.0,0.0,1.0,2.0,0.0,0.0,159.00351063,0.0,25.0,24.990490702,0
13600,66754.0,80156.0,0.0,2.0,5.0,0.0,0.0,238.62182004,3.0,26.0,31.552706969,0
15100,68043.0,80686.0,0.0,1.0,4.0,0.0,0.0,119.67249086,1.0,20.0,21.418227456,0
14000,49207.0,70525.0,0.0,1.0,3.0,3.0,3.0,205.96666667,2.0,51.0,34.888238906,1
16000,84505.0,108652.0,0.0,1.0,30.0,0.0,1.0,332.38573601,2.0,48.0,33.74218195,0
42900,8117.0,66731.0,1.0,1.0,7.0,0.0,0.0,315.25481892,0.0,19.0,13.312355906,0
25000,65030.0,89609.0,0.0,2.0,22.0,0.0,2.0,203.2,0.0,23.0,34.888238906,1
15200,65000.0,92000.0,0.0,1.0,1.0,0.0,0.0,152.13333333,4.0,20.0,34.888238906,0
15400,101981.0,145125.0,0.0,1.0,3.0,0.0,0.0,105.55256959,3.0,15.0,32.699440101,0
20100,171132.0,201214.0,0.0,3.0,11.0,0.0,0.0,250.92306961,0.0,38.0,25.965532663,0
14700,35164.0,68061.0,0.0,3.0,5.0,0.0,0.0,245.67057762,1.0,16.0,23.112289816,0
16400,102103.0,133626.0,0.0,3.0,5.0,0.0,0.0,95.366348366,0.0,14.0,31.275182524,0
20400,29985.0,54038.0,0.0,3.0,15.0,0.0,0.0,177.59367277,1.0,20.0,35.554303677,0
25100,58042.0,98964.0,0.0,2.0,16.0,0.0,1.0,125.79586391,0.0,29.0,38.372223501,0
25900,108319.0,135884.0,0.0,0.0,8.0,1.0,0.0,188.37580185,5.0,18.0,40.504855047,0
11700,96532.0,107600.0,0.0,2.0,12.0,0.0,0.0,214.86981675,2.0,15.0,40.287411441,0
12500,10035.0,61897.0,1.0,2.0,6.0,1.0,1.0,368.73779632,0.0,21.0,14.733594833,0
23500,86144.0,138953.0,0.0,2.0,13.0,0.0,0.0,110.05419832,3.0,15.0,41.841690898,0
45000,47321.0,115000.0,0.0,2.0,7.0,0.0,1.0,130.3,0.0,22.0,34.888238906,1
16900,67111.0,96985.0,1.0,3.0,21.0,0.0,0.0,233.78439855,1.0,23.0,37.324711324,0
31500,10879.0,58089.0,0.0,2.0,0.0,0.0,0.0,94.248035718,0.0,5.0,38.662402273,0
14600,124000.0,168000.0,0.0,3.0,4.0,0.0,0.0,146.86666667,2.0,29.0,34.888238906,1
10300,54925.0,84078.0,1.0,2.0,2.0,0.0,1.0,189.69527288,0.0,13.0,29.133697408,0
8200,64006.0,80409.0,1.0,2.0,15.0,0.0,0.0,235.36324945,0.0,36.0,35.636720346,0
18700,47903.0,63933.0,1.0,1.0,3.0,0.0,0.0,120.41804194,1.0,17.0,32.977596653,0
28600,85174.0,127306.0,0.0,2.0,1.0,0.0,0.0,193.07391349,1.0,24.0,40.656248579,0
12000,38130.0,68707.0,0.0,1.0,23.0,0.0,0.0,234.88798047,1.0,29.0,26.301236902,0
37800,31214.0,58282.0,0.0,2.0,7.0,0.0,0.0,173.46666667,7.0,0.0,34.226189581,0
15400,73793.0,86176.0,0.0,2.0,2.0,1.0,0.0,229.36937607,3.0,26.0,30.958519988,0
24800,64537.0,93212.0,0.0,3.0,7.0,1.0,1.0,120.35142038,4.0,25.0,34.686088674,0
11900,63833.0,89609.0,0.0,2.0,3.0,0.0,0.0,173.46666667,1.0,20.0,40.932766781,1
18600,47199.0,70134.0,0.0,2.0,8.0,0.0,0.0,86.558860141,3.0,15.0,43.507938545,0
12400,34055.0,40739.0,0.0,2.0,9.0,0.0,0.0,147.01282696,6.0,29.0,39.930947359,0
17000,74910.0,112375.0,0.0,1.0,41.0,0.0,0.0,95.2,3.0,28.0,34.888238906,1
27200,61118.0,35184.0,0.0,4.0,10.0,4.0,2.0,134.6489043,7.0,23.0,45.25528966,1
20200,65030.0,68031.0,1.0,1.0,6.0,0.0,0.0,120.59346503,1.0,4.0,18.320487992,0
26100,20566.0,50534.0,0.0,2.0,24.0,0.0,0.0,140.5532102,1.0,10.0,24.098266761,0
31000,67794.0,103535.0,0.0,0.0,7.0,0.0,1.0,116.89898988,1.0,31.0,44.065428782,1
23300,84083.0,107407.0,0.0,5.0,2.0,0.0,1.0,153.23333333,6.0,23.0,34.888238906,1
6000,9660.0,35900.0,0.0,2.0,8.0,0.0,1.0,136.3,3.0,6.0,34.888238906,1
68000,191000.0,288000.0,0.0,5.0,11.0,0.0,0.0,218.1,3.0,25.0,34.888238906,0
19000,22236.0,169461.0,1.0,5.0,7.0,0.0,0.0,296.08019369,0.0,27.0,27.640018057,0
6400,99131.0,125652.0,1.0,2.0,8.0,0.0,0.0,419.3751538,1.0,50.0,42.244927573,0
16400,82869.0,94390.0,0.0,3.0,8.0,0.0,2.0,358.05066023,1.0,42.0,39.060627308,0
27700,141930.0,182516.0,0.0,3.0,0.0,0.0,0.0,235.63057648,2.0,19.0,41.958813501,0
6500,65000.0,80400.0,0.0,2.0,15.0,0.0,0.0,224.86666667,0.0,13.0,34.888238906,1
14900,58204.0,71257.0,0.0,1.0,3.0,3.0,2.0,206.51873487,1.0,50.0,43.762930265,1
41200,99653.0,157923.0,0.0,2.0,14.0,0.0,1.0,213.48287428,3.0,30.0,40.908479949,0
23500,52457.0,77436.0,0.0,2.0,16.0,0.0,0.0,173.46666667,0.0,0.0,33.568766269,1
28200,58232.0,97555.0,0.0,2.0,17.0,0.0,1.0,130.45076488,0.0,29.0,38.092730303,0
6900,57257.0,63752.0,0.0,2.0,10.0,2.0,0.0,138.23477796,0.0,22.0,38.372460882,1
23300,143821.0,177028.0,1.0,0.0,8.0,0.0,0.0,320.92343613,0.0,16.0,44.752958859,0
15200,64028.0,95482.0,0.0,1.0,2.0,0.0,0.0,174.16439552,0.0,24.0,24.861603531,0
8000,57361.0,71167.0,1.0,0.0,2.0,0.0,1.0,130.76703495,0.0,22.0,29.381985445,0
40900,149281.0,202877.0,1.0,3.0,4.0,0.0,0.0,156.78306895,0.0,30.0,34.416519814,0
11200,68990.0,81922.0,0.0,0.0,12.0,0.0,1.0,120.88581123,2.0,23.0,43.159875329,1
21700,93868.0,147228.0,0.0,3.0,22.0,0.0,0.0,153.68459626,0.0,25.0,39.533954235,0
33500,37843.0,80771.0,0.0,2.0,10.0,0.0,0.0,107.99711121,1.0,23.0,33.96233051,0
20500,65030.0,130396.0,1.0,2.0,0.0,0.0,0.0,305.65642242,3.0,21.0,31.582252776,0
20800,58440.0,99244.0,0.0,1.0,1.0,0.0,4.0,174.95857724,0.0,46.0,37.488545687,0
4900,44000.0,59745.0,1.0,2.0,10.0,0.0,0.0,81.5,3.0,13.0,34.888238906,1
69700,192163.0,293901.0,0.0,5.0,10.0,0.0,0.0,222.14752562,2.0,24.0,29.038235992,0
19200,32417.0,97000.0,1.0,2.0,6.0,0.0,0.0,130.86666667,0.0,15.0,34.888238906,0
16200,23466.0,206368.0,0.0,0.0,9.0,7.0,3.0,141.02742652,10.0,41.0,32.36849777,1
27600,60039.0,86166.0,0.0,1.0,0.0,0.0,0.0,100.94932169,0.0,23.0,33.820934036,0
13900,64356.0,88028.0,0.0,1.0,13.0,0.0,0.0,111.8099755,0.0,24.0,39.008508115,0
20200,153084.0,196968.0,0.0,2.0,6.0,0.0,0.0,173.46666667,1.0,16.0,32.011799943,0
18800,70102.0,99841.0,1.0,3.0,10.0,0.0,0.0,68.168572872,0.0,16.0,32.853794362,0
37500,111248.0,159739.0,0.0,2.0,7.0,0.0,0.0,260.08148423,2.0,13.0,36.393348123,0
14600,68182.0,83091.0,0.0,1.0,5.0,0.0,0.0,135.84837377,0.0,19.0,24.684137856,0
10700,115118.0,124198.0,0.0,5.0,6.0,1.0,0.0,174.34182326,0.0,19.0,31.75799058,0
27500,145774.0,206788.0,1.0,3.0,4.0,0.0,0.0,191.94101884,0.0,27.0,38.001192233,0
16400,89858.0,105796.0,0.0,1.0,29.0,0.0,1.0,340.71167514,2.0,49.0,36.003915936,0
12300,69499.0,104045.0,0.0,2.0,8.0,0.0,0.0,219.09048911,0.0,20.0,18.58475695,0
15000,84832.0,107207.0,1.0,2.0,19.0,0.0,0.0,124.45053234,4.0,23.0,28.558183481,0
17800,38770.0,64357.0,0.0,2.0,17.0,0.0,0.0,282.9357846,0.0,21.0,27.97949547,0
26700,65030.0,120179.0,0.0,0.0,8.0,0.0,0.0,162.12582,0.0,27.0,35.095519931,0
17300,79412.0,114906.0,0.0,0.0,17.0,0.0,0.0,247.3605705,4.0,30.0,36.536435564,0
27900,73630.0,106757.0,0.0,3.0,11.0,0.0,0.0,282.75969838,1.0,32.0,38.266573205,0
17800,60611.0,89943.0,0.0,1.0,29.0,0.0,0.0,208.46653704,0.0,21.0,30.813240588,0
5500,37368.0,48502.0,1.0,0.0,9.0,0.0,2.0,48.995845002,0.0,10.0,33.126483967,1
11200,93649.0,113833.0,0.0,2.0,13.0,0.0,0.0,205.11724572,3.0,16.0,39.126130259,0
15100,38549.0,59853.0,0.0,2.0,5.0,0.0,0.0,104.18324735,2.0,9.0,29.141862813,0
26900,54071.0,85557.0,0.0,1.0,0.0,0.0,2.0,91.209976228,0.0,22.0,34.597191903,0
16600,69644.0,100411.0,0.0,1.0,0.0,0.0,0.0,149.09522704,4.0,19.0,29.725746822,0
13900,77007.0,96718.0,0.0,3.0,8.0,2.0,0.0,183.60866723,0.0,30.0,26.431314522,0
21500,30546.0,53300.0,0.0,2.0,1.0,0.0,0.0,319.78080229,1.0,25.0,33.449009861,0
20800,136884.0,180053.0,1.0,0.0,9.0,0.0,0.0,323.5951974,0.0,17.0,43.037750039,0
24000,18655.0,48800.0,1.0,2.0,3.0,0.0,0.0,65.966666667,3.0,12.0,34.888238906,1
23800,74390.0,186176.0,0.0,2.0,10.0,0.0,0.0,363.14019166,1.0,16.0,30.27099531,0
